test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Study_attendence_interaction,Passed the class
0.85,0.98,0.86,0.94,0.07,0.69,0.1,0.05,0.0483,1
0.94,0.74,0.5,0.95,0.19,0.75,0.05,0.07,0.14250000000000002,1
0.85,0.64,0.66,0.89,0.11,0.62,0.1,0.01,0.0682,0
0.71,0.76,0.61,0.62,0.08,0.72,0.07,0.03,0.0576,0
0.63,0.86,0.45,0.58,0.17,0.79,0.07,0.05,0.1343,1
0.65,0.69,0.77,0.54,0.1,0.73,0.07,0.01,0.073,0
0.85,0.67,0.8,0.92,0.11,0.51,0.1,0.04,0.056100000000000004,1
0.74,0.49,0.85,0.56,0.02,0.73,0.03,0.0,0.0146,0
0.81,0.94,0.7,0.87,0.07,0.5,0.09,0.01,0.035,0
0.82,0.85,0.97,0.93,0.13,0.76,0.04,0.05,0.0988,1
0.94,0.74,0.82,0.93,0.12,0.95,0.05,0.03,0.11399999999999999,1
0.85,0.92,0.95,0.87,0.05,0.74,0.07,0.0,0.037,0
0.69,0.83,0.45,0.8,0.19,0.76,0.09,0.08,0.1444,1
0.67,0.71,0.89,0.53,0.05,0.6,0.1,0.04,0.03,1
0.87,0.86,0.59,0.62,0.14,0.73,0.07,0.06,0.10220000000000001,1
0.52,0.81,0.86,0.93,0.07,0.79,0.03,0.03,0.05530000000000001,1
0.72,0.51,0.93,0.64,0.08,0.74,0.07,0.02,0.0592,0
0.81,0.49,0.8,0.89,0.04,0.64,0.05,0.04,0.0256,1
0.94,0.59,0.5,0.62,0.08,0.78,0.03,0.03,0.062400000000000004,0
0.65,0.95,0.41,0.92,0.0,0.5,0.08,0.0,0.0,0
0.54,0.86,0.7,0.92,0.12,0.66,0.05,0.02,0.0792,0
0.53,0.52,0.77,0.92,0.09,0.64,0.06,0.03,0.0576,0
0.7,0.53,0.65,0.75,0.15,0.86,0.07,0.06,0.129,1
0.89,0.55,0.66,0.68,0.07,0.7,0.06,0.01,0.049,0
0.63,0.66,0.97,0.98,0.01,0.86,0.08,0.01,0.0086,0
0.88,0.78,0.97,0.5,0.15,0.83,0.08,0.03,0.12449999999999999,1
0.8,0.79,0.94,0.62,0.06,0.59,0.09,0.0,0.035399999999999994,0
0.63,0.57,0.85,0.74,0.0,0.7,0.07,0.0,0.0,0
0.55,0.55,0.85,0.69,0.08,0.61,0.09,0.03,0.0488,0
0.61,0.76,0.7,0.9,0.11,0.67,0.1,0.01,0.0737,0
0.65,0.86,0.63,0.72,0.13,0.72,0.08,0.06,0.0936,1
0.66,0.59,0.52,0.73,0.01,0.64,0.08,0.0,0.0064,0
0.94,0.82,0.64,0.92,0.11,0.73,0.07,0.07,0.0803,1
0.72,0.45,0.76,0.9,0.08,0.7,0.08,0.04,0.055999999999999994,1
0.63,0.9,0.8,0.98,0.1,0.6,0.09,0.0,0.06,0
0.56,0.94,0.64,0.88,0.04,0.64,0.09,0.03,0.0256,0
0.95,0.68,0.68,0.89,0.09,0.72,0.04,0.04,0.0648,1
0.81,0.87,0.7,0.79,0.13,0.82,0.09,0.03,0.1066,1
0.64,0.84,0.82,0.83,0.0,0.55,0.09,0.01,0.0,0
0.93,0.66,0.78,0.95,0.07,0.5,0.1,0.05,0.035,1
0.66,0.47,0.41,0.59,0.1,0.81,0.02,0.0,0.08100000000000002,0
0.9,0.58,0.95,0.9,0.15,0.81,0.03,0.05,0.1215,1
0.96,0.46,0.51,0.5,0.14,0.61,0.1,0.01,0.0854,0
0.93,0.76,0.44,0.61,0.13,0.58,0.09,0.07,0.0754,1
0.83,0.92,0.66,0.95,0.18,0.85,0.05,0.01,0.153,1
0.54,0.82,0.95,0.78,0.11,0.68,0.07,0.01,0.0748,0
0.94,0.77,0.73,0.6,0.0,0.5,0.09,0.0,0.0,0
0.76,0.9,0.53,0.9,0.06,0.55,0.1,0.05,0.033,1
0.72,0.86,0.46,0.66,0.15,0.74,0.01,0.06,0.111,1
0.89,0.5,0.76,0.69,0.04,0.56,0.07,0.0,0.022400000000000003,0
0.63,0.85,0.75,0.87,0.13,0.68,0.06,0.05,0.0884,1
0.64,0.83,0.49,0.55,0.11,0.72,0.1,0.04,0.07919999999999999,1
0.92,0.69,0.68,0.69,0.17,0.87,0.09,0.06,0.1479,1
0.82,0.78,0.55,0.59,0.05,0.71,0.07,0.0,0.0355,0
0.8,0.55,0.77,0.59,0.0,0.62,0.1,0.0,0.0,0
0.84,0.9,0.6,0.8,0.07,0.81,0.05,0.05,0.05670000000000001,1
0.66,0.81,0.77,0.75,0.0,0.51,0.1,0.03,0.0,0
0.77,0.85,0.8,0.66,0.05,0.64,0.09,0.0,0.032,0
0.68,0.51,0.72,0.63,0.0,0.54,0.09,0.0,0.0,0
0.95,0.9,0.68,0.54,0.09,0.68,0.03,0.05,0.061200000000000004,1
0.72,0.92,0.87,0.52,0.1,0.7,0.07,0.06,0.06999999999999999,1
0.81,0.66,0.98,0.92,0.09,0.63,0.07,0.04,0.0567,1
0.89,0.92,0.56,0.69,0.13,0.69,0.08,0.08,0.0897,1
0.62,0.83,0.52,0.95,0.08,0.75,0.07,0.04,0.06,1
0.69,0.54,0.45,0.64,0.02,0.61,0.08,0.05,0.0122,1
0.84,0.65,0.41,0.52,0.13,0.5,0.09,0.04,0.065,1
0.54,0.5,0.47,0.52,0.08,0.75,0.09,0.02,0.06,0
0.58,0.93,0.94,0.72,0.07,0.72,0.04,0.01,0.0504,0
0.78,0.45,0.93,0.58,0.05,0.52,0.07,0.0,0.026000000000000002,0
0.55,0.78,0.71,0.6,0.03,0.78,0.06,0.0,0.0234,0
0.74,0.58,0.75,0.96,0.13,0.71,0.06,0.0,0.0923,0
0.8,0.8,0.48,0.98,0.08,0.78,0.08,0.07,0.062400000000000004,1
0.71,0.71,0.62,0.93,0.11,0.71,0.06,0.02,0.0781,0
0.51,0.53,0.46,0.98,0.0,0.55,0.08,0.03,0.0,0
0.94,0.99,0.7,0.9,0.1,0.74,0.09,0.02,0.074,0
0.54,0.5,0.6,0.62,0.06,0.61,0.1,0.01,0.0366,0
0.76,0.75,0.4,0.57,0.01,0.59,0.08,0.0,0.0059,0
0.74,0.61,0.85,0.71,0.03,0.5,0.09,0.0,0.015,0
0.57,0.97,0.41,0.87,0.11,0.68,0.06,0.01,0.0748,0
0.5,0.87,0.79,0.76,0.09,0.57,0.1,0.03,0.05129999999999999,0
0.69,0.8,0.5,0.75,0.08,0.68,0.08,0.02,0.054400000000000004,0
0.93,0.65,0.76,0.72,0.14,0.79,0.08,0.09,0.11060000000000002,1
0.72,0.71,0.57,0.88,0.1,0.71,0.08,0.03,0.071,0
0.81,0.85,0.83,0.8,0.15,0.84,0.06,0.03,0.126,1
0.6,0.72,0.92,0.78,0.02,0.82,0.02,0.02,0.016399999999999998,0
0.88,0.6,0.63,0.5,0.08,0.67,0.06,0.02,0.0536,0
0.96,0.79,0.91,0.59,0.09,0.7,0.07,0.05,0.063,1
0.73,0.8,0.58,0.96,0.01,0.54,0.06,0.0,0.0054,0
0.6,0.79,0.44,0.95,0.15,0.56,0.07,0.05,0.084,1
0.78,0.89,0.68,0.53,0.06,0.67,0.08,0.0,0.0402,0
0.75,0.63,0.78,0.8,0.08,0.75,0.04,0.01,0.06,1
0.65,0.65,0.41,0.53,0.04,0.64,0.1,0.01,0.0256,0
0.84,0.77,0.56,0.78,0.13,0.65,0.1,0.03,0.0845,0
0.69,0.67,0.84,0.58,0.05,0.55,0.09,0.02,0.027500000000000004,0
0.95,0.99,0.5,0.64,0.08,0.55,0.08,0.02,0.044000000000000004,0
0.52,0.5,0.76,0.93,0.05,0.64,0.1,0.02,0.032,0
0.5,0.76,0.52,0.9,0.06,0.56,0.1,0.03,0.033600000000000005,0
0.96,0.66,0.68,0.52,0.05,0.77,0.06,0.01,0.038500000000000006,1
0.5,0.47,0.94,0.64,0.0,0.68,0.07,0.0,0.0,0
0.66,0.79,0.71,0.6,0.04,0.74,0.06,0.0,0.0296,0
0.51,0.6,0.84,0.55,0.04,0.77,0.09,0.04,0.0308,1
0.78,0.86,0.79,0.96,0.09,0.65,0.06,0.0,0.058499999999999996,0
0.69,0.69,0.82,0.56,0.04,0.72,0.08,0.03,0.0288,0
0.55,0.61,0.47,0.95,0.0,0.57,0.09,0.0,0.0,0
0.57,0.83,0.49,0.53,0.0,0.58,0.1,0.04,0.0,1
0.78,0.57,0.64,0.7,0.02,0.6,0.07,0.03,0.012,0
0.97,0.72,0.98,0.5,0.1,0.62,0.07,0.06,0.062,1
0.82,0.55,0.5,0.72,0.11,0.7,0.09,0.01,0.077,0
0.52,0.54,0.67,0.62,0.0,0.59,0.06,0.0,0.0,0
0.84,0.83,0.72,0.92,0.1,0.77,0.05,0.04,0.07700000000000001,1
0.54,0.68,0.78,0.77,0.07,0.65,0.03,0.01,0.045500000000000006,0
0.76,0.82,0.65,0.78,0.17,0.72,0.1,0.07,0.12240000000000001,1
0.93,0.68,0.47,0.67,0.19,0.86,0.06,0.06,0.1634,1
0.61,0.77,0.77,0.72,0.12,0.63,0.08,0.02,0.0756,0
0.69,0.61,0.65,0.77,0.1,0.69,0.09,0.04,0.06899999999999999,1
0.94,0.88,0.71,0.58,0.11,0.78,0.06,0.02,0.0858,1
0.69,0.8,0.85,0.92,0.03,0.71,0.06,0.01,0.0213,0
0.58,0.79,0.67,0.55,0.01,0.74,0.07,0.0,0.0074,0
0.88,0.5,0.91,0.65,0.0,0.64,0.1,0.0,0.0,0
0.53,0.6,0.46,0.86,0.06,0.67,0.08,0.05,0.0402,1
0.68,0.89,0.74,0.5,0.04,0.8,0.07,0.0,0.032,0
0.87,0.72,0.41,0.71,0.11,0.63,0.07,0.04,0.0693,1
0.76,0.85,0.61,0.95,0.02,0.7,0.07,0.0,0.013999999999999999,0
0.94,0.76,0.89,0.72,0.09,0.7,0.1,0.05,0.063,1
0.92,0.7,0.61,0.7,0.04,0.5,0.08,0.01,0.02,0
0.62,0.55,0.97,0.8,0.0,0.76,0.06,0.02,0.0,0
0.62,0.96,0.42,0.87,0.03,0.55,0.1,0.0,0.0165,0
0.71,0.69,0.85,0.77,0.03,0.91,0.06,0.01,0.0273,0
0.77,0.75,0.89,0.93,0.07,0.69,0.05,0.01,0.0483,0
0.96,0.65,0.84,0.76,0.05,0.55,0.1,0.02,0.027500000000000004,0
0.94,0.89,0.47,0.88,0.04,0.72,0.05,0.01,0.0288,0
0.71,0.99,0.43,0.91,0.04,0.6,0.03,0.05,0.024,1
0.92,0.95,0.54,0.91,0.0,0.61,0.07,0.02,0.0,0
0.68,0.47,0.83,0.62,0.03,0.69,0.05,0.01,0.020699999999999996,0
0.57,0.56,0.85,0.81,0.05,0.66,0.09,0.04,0.033,1
0.57,0.95,0.91,0.56,0.05,0.65,0.1,0.02,0.0325,0
0.91,0.84,0.78,0.82,0.09,0.64,0.08,0.05,0.0576,1
0.75,0.9,0.95,0.96,0.13,0.51,0.1,0.05,0.0663,1
0.97,0.98,0.51,0.95,0.15,0.79,0.07,0.03,0.1185,1
0.75,0.85,0.68,0.62,0.12,0.78,0.09,0.05,0.0936,1
0.72,0.69,0.48,0.81,0.03,0.84,0.06,0.0,0.025199999999999997,0
0.92,0.61,0.81,0.56,0.03,0.71,0.04,0.0,0.0213,0
0.62,0.82,0.79,0.61,0.04,0.54,0.09,0.0,0.0216,0
0.77,0.8,0.59,0.89,0.1,0.5,0.04,0.01,0.05,0
0.58,0.8,0.73,0.64,0.08,0.5,0.08,0.01,0.04,0
0.69,0.63,0.65,0.98,0.02,0.62,0.07,0.03,0.0124,0
0.68,0.88,0.87,0.7,0.13,0.79,0.04,0.03,0.10270000000000001,1
0.97,0.46,0.6,0.61,0.01,0.65,0.1,0.02,0.006500000000000001,0
0.88,0.61,0.62,0.62,0.04,0.67,0.07,0.02,0.0268,0
0.61,0.74,0.57,0.89,0.07,0.81,0.07,0.03,0.05670000000000001,1
0.64,0.91,0.91,0.91,0.11,0.75,0.07,0.03,0.0825,1
0.8,0.54,0.93,0.88,0.12,0.63,0.09,0.02,0.0756,0
0.63,0.79,0.63,0.51,0.08,0.62,0.06,0.04,0.0496,1
0.6,0.96,0.81,0.78,0.01,0.66,0.08,0.0,0.006600000000000001,0
0.75,0.8,0.68,0.97,0.13,0.75,0.1,0.06,0.0975,1
0.91,0.98,0.77,0.78,0.04,0.64,0.06,0.0,0.0256,0
0.76,0.77,0.77,0.85,0.05,0.6,0.1,0.03,0.03,0
0.6,0.45,0.93,0.87,0.0,0.51,0.1,0.02,0.0,0
0.87,0.62,0.91,0.56,0.06,0.83,0.06,0.0,0.0498,1
0.83,0.48,0.52,0.79,0.01,0.52,0.1,0.0,0.005200000000000001,0
0.92,0.99,0.71,0.72,0.11,0.65,0.09,0.03,0.07150000000000001,0
0.68,0.98,0.58,0.77,0.1,0.71,0.05,0.04,0.071,1
0.55,0.91,0.56,0.72,0.11,0.75,0.08,0.03,0.0825,0
0.95,0.71,0.41,0.85,0.09,0.71,0.07,0.06,0.0639,1
0.87,0.69,0.57,0.91,0.08,0.52,0.08,0.01,0.041600000000000005,0
0.98,0.99,0.97,0.78,0.04,0.68,0.09,0.0,0.027200000000000002,0
0.91,0.72,0.78,0.53,0.04,0.75,0.06,0.0,0.03,0
0.77,0.97,0.66,0.69,0.08,0.71,0.06,0.01,0.056799999999999996,0
0.5,0.66,0.53,0.54,0.05,0.86,0.03,0.0,0.043000000000000003,0
0.84,0.86,0.93,0.95,0.06,0.8,0.06,0.02,0.048,1
0.89,0.69,0.54,0.6,0.1,0.67,0.1,0.01,0.067,0
0.57,0.61,0.47,0.51,0.17,0.72,0.06,0.04,0.12240000000000001,1
0.96,0.98,0.48,0.9,0.11,0.61,0.1,0.05,0.06709999999999999,1
0.56,0.88,0.6,0.93,0.03,0.64,0.08,0.02,0.0192,0
0.6,0.96,0.82,0.73,0.11,0.75,0.07,0.03,0.0825,1
0.88,0.56,0.74,0.82,0.04,0.76,0.03,0.0,0.0304,0
0.53,0.6,0.91,0.71,0.07,0.67,0.1,0.03,0.046900000000000004,0
0.74,0.81,0.53,0.96,0.1,0.62,0.07,0.0,0.062,0
0.61,0.6,0.66,0.55,0.07,0.78,0.07,0.05,0.05460000000000001,1
0.75,0.61,0.47,0.73,0.03,0.51,0.1,0.0,0.0153,0
0.87,0.99,0.74,0.78,0.09,0.74,0.08,0.03,0.06659999999999999,0
0.95,0.75,0.57,0.98,0.05,0.67,0.07,0.04,0.0335,1
0.61,0.59,0.94,0.81,0.03,0.64,0.04,0.0,0.0192,0
0.92,0.57,0.53,0.96,0.0,0.57,0.1,0.0,0.0,0
0.86,0.84,0.91,0.79,0.07,0.79,0.1,0.01,0.05530000000000001,1
0.95,0.71,0.47,0.95,0.19,0.83,0.04,0.07,0.1577,1
0.73,0.65,0.88,0.9,0.0,0.64,0.09,0.0,0.0,0
0.65,0.46,0.47,0.52,0.0,0.67,0.07,0.01,0.0,0
0.62,0.52,0.76,0.74,0.05,0.51,0.1,0.0,0.025500000000000002,0
0.74,0.86,0.83,0.77,0.11,0.61,0.08,0.03,0.06709999999999999,0
0.53,0.51,0.41,0.64,0.0,0.52,0.08,0.0,0.0,0
0.6,0.54,0.56,0.66,0.06,0.67,0.06,0.0,0.0402,0
0.81,0.48,0.52,0.51,0.05,0.57,0.09,0.02,0.028499999999999998,0
0.98,0.87,0.93,0.76,0.06,0.58,0.09,0.03,0.0348,0
0.56,0.85,0.53,0.85,0.08,0.66,0.1,0.04,0.05280000000000001,1
0.95,0.8,0.8,0.63,0.03,0.73,0.04,0.0,0.0219,0
0.6,0.79,0.8,0.92,0.12,0.82,0.04,0.01,0.09839999999999999,1
0.77,0.87,0.48,0.81,0.0,0.66,0.05,0.0,0.0,0
0.9,0.47,0.66,0.61,0.06,0.72,0.04,0.02,0.043199999999999995,0
0.72,0.62,0.59,0.72,0.07,0.67,0.06,0.02,0.046900000000000004,0
0.94,0.95,0.77,0.65,0.08,0.71,0.09,0.02,0.056799999999999996,0
0.72,0.9,0.51,0.93,0.05,0.65,0.02,0.02,0.0325,0
0.99,0.87,0.81,0.51,0.12,0.73,0.07,0.02,0.0876,0
0.77,0.68,0.61,0.56,0.05,0.67,0.1,0.0,0.0335,0
0.92,0.76,0.76,0.7,0.0,0.57,0.09,0.0,0.0,0
0.96,0.78,0.89,0.8,0.05,0.5,0.08,0.04,0.025,1
0.75,0.46,0.78,0.72,0.06,0.73,0.07,0.0,0.0438,0
0.74,0.46,0.7,0.74,0.03,0.64,0.07,0.0,0.0192,0
0.78,0.54,0.52,0.84,0.04,0.5,0.1,0.03,0.02,0
0.68,0.67,0.4,0.84,0.1,0.77,0.06,0.09,0.07700000000000001,1
0.82,0.59,0.77,0.94,0.04,0.68,0.06,0.0,0.027200000000000002,0
0.85,0.98,0.92,0.56,0.08,0.53,0.08,0.0,0.0424,0
0.63,0.56,0.92,0.54,0.04,0.82,0.1,0.03,0.032799999999999996,0
0.63,0.87,0.79,0.81,0.12,0.71,0.08,0.0,0.0852,0
0.84,0.61,0.48,0.54,0.07,0.9,0.09,0.02,0.06300000000000001,0
0.79,0.62,0.78,0.74,0.11,0.83,0.1,0.06,0.09129999999999999,1
0.77,0.58,0.49,0.8,0.03,0.79,0.07,0.0,0.0237,0
0.66,0.61,0.68,0.69,0.15,0.76,0.08,0.07,0.11399999999999999,1
0.52,0.59,0.79,0.71,0.09,0.71,0.07,0.03,0.0639,0
0.65,0.56,0.69,0.87,0.14,0.81,0.08,0.05,0.11340000000000001,1
0.95,0.6,0.41,0.62,0.08,0.71,0.09,0.0,0.056799999999999996,0
0.79,0.76,0.57,0.88,0.04,0.71,0.08,0.0,0.028399999999999998,0
0.78,0.67,0.67,0.51,0.06,0.65,0.08,0.02,0.039,0
0.94,0.82,0.86,0.71,0.09,0.52,0.05,0.04,0.0468,1
0.64,0.78,0.71,0.58,0.08,0.64,0.07,0.02,0.0512,0
0.95,0.78,0.63,0.51,0.06,0.71,0.07,0.0,0.0426,0
0.74,0.6,0.77,0.94,0.06,0.7,0.09,0.02,0.041999999999999996,0
0.87,0.78,0.95,0.81,0.09,0.89,0.07,0.0,0.0801,1
0.91,0.84,0.53,0.57,0.04,0.6,0.04,0.01,0.024,0
0.96,0.51,0.64,0.65,0.05,0.69,0.07,0.01,0.034499999999999996,0
0.87,0.77,0.64,0.82,0.14,0.81,0.08,0.05,0.11340000000000001,1
0.72,0.48,0.71,0.6,0.12,0.77,0.06,0.03,0.0924,0
0.74,0.87,0.66,0.81,0.04,0.56,0.1,0.03,0.022400000000000003,0
0.91,0.96,0.93,0.57,0.18,0.82,0.06,0.07,0.14759999999999998,1
0.56,0.51,0.71,0.81,0.01,0.51,0.07,0.02,0.0051,0
0.71,0.62,0.95,0.7,0.08,0.64,0.08,0.05,0.0512,1
0.66,0.48,0.7,0.74,0.12,0.7,0.04,0.04,0.08399999999999999,1
0.67,0.93,0.89,0.69,0.04,0.62,0.1,0.02,0.0248,0
0.98,0.55,0.63,0.5,0.02,0.5,0.09,0.05,0.01,1
0.9,0.87,0.74,0.7,0.11,0.71,0.08,0.02,0.0781,0
0.59,0.64,0.69,0.56,0.05,0.66,0.04,0.0,0.033,0
0.59,0.55,0.72,0.74,0.03,0.65,0.07,0.02,0.0195,0
0.56,0.59,0.94,0.58,0.0,0.57,0.08,0.01,0.0,0
0.97,0.9,0.72,0.71,0.15,0.95,0.04,0.04,0.1425,1
0.99,0.61,0.85,0.51,0.09,0.71,0.06,0.04,0.0639,1
0.87,0.78,0.66,0.68,0.11,0.67,0.09,0.03,0.0737,0
0.76,0.94,0.72,0.55,0.14,0.77,0.07,0.06,0.1078,1
0.82,0.92,0.72,0.54,0.0,0.54,0.09,0.0,0.0,0
0.5,0.56,0.43,0.94,0.06,0.76,0.07,0.0,0.0456,0
0.93,0.86,0.69,0.59,0.01,0.66,0.1,0.0,0.006600000000000001,0
0.83,0.72,0.83,0.5,0.11,0.87,0.02,0.07,0.0957,1
0.53,0.92,0.54,0.75,0.13,0.83,0.06,0.02,0.1079,0
0.66,0.79,0.68,0.75,0.06,0.81,0.07,0.01,0.048600000000000004,1
0.53,0.52,0.67,0.67,0.04,0.5,0.1,0.02,0.02,0
0.92,0.71,0.71,0.7,0.11,0.61,0.04,0.0,0.06709999999999999,0
0.75,0.66,0.75,0.95,0.09,0.76,0.05,0.04,0.0684,1
0.53,0.98,0.69,0.61,0.06,0.6,0.09,0.0,0.036,0
0.5,0.68,0.81,0.87,0.09,0.84,0.07,0.0,0.0756,1
0.56,0.46,0.82,0.63,0.03,0.61,0.03,0.01,0.0183,0
0.79,0.75,0.77,0.98,0.09,0.8,0.05,0.03,0.072,1
0.99,0.66,0.99,0.81,0.01,0.66,0.1,0.01,0.006600000000000001,0
0.58,0.45,0.81,0.88,0.1,0.69,0.09,0.02,0.06899999999999999,0
0.84,0.58,0.51,0.84,0.02,0.55,0.1,0.01,0.011000000000000001,0
0.57,0.69,0.42,0.66,0.07,0.7,0.08,0.03,0.049,0
0.73,0.8,0.54,0.59,0.02,0.6,0.1,0.01,0.012,0
0.68,0.8,0.87,0.84,0.05,0.57,0.1,0.0,0.028499999999999998,0
0.85,0.85,0.49,0.65,0.05,0.51,0.1,0.01,0.025500000000000002,0
0.99,0.47,0.61,0.55,0.09,0.7,0.1,0.01,0.063,0
0.92,0.49,0.62,0.53,0.14,0.84,0.06,0.03,0.11760000000000001,0
0.76,0.45,0.5,0.58,0.02,0.65,0.1,0.0,0.013000000000000001,0
0.81,0.98,0.55,0.78,0.04,0.71,0.07,0.01,0.028399999999999998,0
0.63,0.63,0.88,0.56,0.11,0.7,0.07,0.04,0.077,1
0.67,0.77,0.85,0.65,0.03,0.55,0.1,0.0,0.0165,0
0.77,0.86,0.55,0.55,0.19,0.87,0.1,0.09,0.1653,1
0.78,0.98,0.53,0.93,0.03,0.61,0.09,0.0,0.0183,0
0.65,0.74,0.45,0.52,0.1,0.71,0.09,0.0,0.071,0
0.84,0.56,0.81,0.93,0.0,0.67,0.04,0.0,0.0,0
0.96,0.54,0.56,0.63,0.02,0.7,0.07,0.01,0.013999999999999999,0
0.8,0.78,0.94,0.63,0.03,0.64,0.09,0.02,0.0192,0
0.53,0.6,0.7,0.58,0.02,0.71,0.07,0.0,0.014199999999999999,0
0.86,0.84,0.81,0.85,0.12,0.77,0.07,0.05,0.0924,1
0.66,0.9,0.92,0.72,0.07,0.73,0.08,0.06,0.051100000000000007,1
0.88,0.73,0.49,0.64,0.13,0.87,0.08,0.02,0.1131,0
0.97,0.59,0.85,0.56,0.11,0.77,0.04,0.0,0.0847,1
0.95,0.92,0.59,0.69,0.04,0.82,0.1,0.0,0.032799999999999996,0
0.75,0.55,0.88,0.68,0.05,0.52,0.1,0.0,0.026000000000000002,0
0.97,0.88,0.48,0.55,0.15,0.66,0.08,0.06,0.099,1
0.88,0.78,0.54,0.88,0.04,0.59,0.09,0.01,0.0236,0
0.9,0.8,0.78,0.5,0.11,0.6,0.06,0.07,0.066,1
0.53,0.74,0.41,0.56,0.02,0.8,0.07,0.01,0.016,0
0.79,0.79,0.43,0.84,0.03,0.79,0.04,0.0,0.0237,0
0.79,0.53,0.91,0.74,0.05,0.72,0.1,0.01,0.036,0
0.71,0.62,0.63,0.87,0.01,0.65,0.1,0.02,0.006500000000000001,0
0.6,0.63,0.57,0.72,0.12,0.62,0.09,0.04,0.0744,1
0.51,0.83,0.5,0.74,0.0,0.65,0.06,0.03,0.0,0
0.93,0.48,0.76,0.87,0.09,0.7,0.05,0.01,0.063,0
0.61,0.5,0.65,0.6,0.08,0.77,0.05,0.04,0.0616,1
0.79,0.95,0.47,0.83,0.06,0.62,0.08,0.02,0.0372,0
0.85,0.77,0.61,0.8,0.0,0.66,0.1,0.0,0.0,0
0.67,0.76,0.91,0.87,0.09,0.79,0.08,0.03,0.0711,1
0.75,0.6,0.44,0.99,0.04,0.73,0.08,0.0,0.0292,0
0.56,0.55,0.41,0.95,0.02,0.64,0.08,0.01,0.0128,0
0.5,0.66,0.44,0.61,0.11,0.85,0.06,0.01,0.0935,0
0.75,0.8,0.74,0.58,0.15,0.66,0.09,0.05,0.099,1
0.72,0.94,0.71,0.62,0.05,0.68,0.08,0.0,0.034,0
0.75,0.67,0.83,0.69,0.03,0.69,0.08,0.0,0.020699999999999996,0
0.94,0.7,0.58,0.7,0.0,0.6,0.06,0.0,0.0,0
0.55,0.75,0.78,0.71,0.0,0.68,0.1,0.01,0.0,0
0.55,0.73,0.9,0.5,0.02,0.72,0.05,0.02,0.0144,0
0.93,0.49,0.43,0.89,0.12,0.54,0.1,0.04,0.0648,1
0.57,0.98,0.62,0.9,0.1,0.85,0.06,0.03,0.085,1
0.73,0.82,0.85,0.66,0.13,0.68,0.09,0.01,0.0884,0
0.71,0.69,0.58,0.94,0.1,0.82,0.08,0.05,0.082,1
0.68,0.78,0.65,0.53,0.07,0.6,0.1,0.0,0.042,0
0.86,0.56,0.97,0.55,0.07,0.72,0.06,0.05,0.0504,1
0.67,0.66,0.89,0.94,0.09,0.74,0.09,0.06,0.06659999999999999,1
0.8,0.53,0.65,0.98,0.05,0.64,0.08,0.03,0.032,0
0.86,0.64,0.46,0.68,0.09,0.65,0.09,0.03,0.058499999999999996,0
0.79,0.73,0.71,0.79,0.09,0.98,0.07,0.02,0.0882,1
0.91,0.88,0.86,0.72,0.1,0.65,0.09,0.03,0.065,0
0.82,0.73,0.92,0.81,0.04,0.79,0.04,0.0,0.0316,0
0.59,0.89,0.72,0.78,0.14,1.0,0.05,0.04,0.14,1
0.86,0.71,0.83,0.57,0.14,0.71,0.09,0.06,0.0994,1
0.61,0.98,0.65,0.7,0.01,0.5,0.1,0.0,0.005,0
0.79,0.99,0.63,0.66,0.0,0.6,0.1,0.03,0.0,0
0.76,0.61,0.9,0.66,0.04,0.59,0.09,0.06,0.0236,1
0.88,0.49,0.98,0.7,0.02,0.69,0.1,0.01,0.0138,0
0.58,0.96,0.62,0.64,0.0,0.56,0.09,0.01,0.0,0
0.7,0.89,0.77,0.76,0.06,0.64,0.1,0.02,0.0384,0
0.61,0.57,0.65,0.74,0.13,0.73,0.06,0.03,0.0949,0
0.78,0.86,0.99,0.82,0.1,0.58,0.09,0.03,0.057999999999999996,0
0.82,0.59,0.84,0.51,0.11,0.69,0.05,0.04,0.0759,1
0.92,0.59,0.7,0.91,0.14,0.73,0.07,0.04,0.10220000000000001,1
0.64,0.62,0.45,0.65,0.1,0.63,0.09,0.07,0.063,1
0.51,0.94,0.84,0.85,0.06,0.7,0.04,0.05,0.041999999999999996,1
0.88,0.46,0.7,0.57,0.12,0.84,0.09,0.04,0.10079999999999999,1
0.93,0.67,0.86,0.65,0.04,0.62,0.09,0.0,0.0248,0
0.67,0.87,0.87,0.56,0.0,0.6,0.1,0.0,0.0,0
0.52,0.57,0.79,0.54,0.12,0.7,0.07,0.04,0.08399999999999999,1
0.56,0.87,0.84,0.72,0.14,0.92,0.04,0.06,0.12880000000000003,1
0.92,0.48,0.84,0.57,0.04,0.58,0.05,0.0,0.0232,0
0.67,0.91,0.99,0.52,0.05,0.58,0.1,0.05,0.028999999999999998,1
0.93,0.98,0.91,0.84,0.12,0.67,0.1,0.0,0.0804,0
0.87,0.99,0.91,0.99,0.03,0.76,0.07,0.0,0.0228,0
0.86,0.69,0.51,0.85,0.06,0.8,0.04,0.02,0.048,1
0.82,0.55,0.9,0.85,0.08,0.6,0.1,0.0,0.048,0
0.93,0.94,0.56,0.64,0.05,0.73,0.1,0.0,0.0365,0
0.8,0.92,0.65,0.79,0.14,0.7,0.08,0.03,0.098,0
0.6,0.86,0.42,0.64,0.08,0.54,0.1,0.03,0.0432,0
