test_1_score,test_2_score,test_3_score,test_4_score,hours_studied_per_week,attendance_percent,classes_missed,office_hours_attended,Passed the class
98,49,98,83,15,68,5,6,Yes
96,83,92,63,1,58,10,0,No
69,57,87,85,9,50,10,3,No
67,88,44,97,12,83,3,3,Yes
67,80,66,95,3,62,10,3,No
51,74,51,81,9,63,10,2,No
53,48,74,56,4,54,10,1,No
79,67,68,59,11,73,5,4,Yes
82,65,55,61,2,50,8,1,No
85,65,58,89,8,75,5,4,Yes
67,50,88,72,6,74,4,2,No
86,68,99,60,10,63,9,3,No
68,91,82,62,0,50,9,0,No
96,97,92,61,6,60,10,1,No
77,75,90,56,10,67,9,2,No
89,63,66,93,16,75,8,6,Yes
69,82,57,59,12,90,6,8,Yes
98,56,98,56,9,72,6,3,No
82,58,80,76,2,79,8,1,No
61,94,52,56,9,77,7,1,No
64,56,69,99,8,72,7,2,No
90,59,65,73,16,77,6,4,Yes
88,63,45,72,3,50,9,2,No
51,72,42,74,4,50,8,1,No
78,84,62,93,18,86,8,9,Yes
90,85,51,85,7,66,4,0,No
59,49,80,82,7,77,7,1,No
51,49,80,86,0,50,10,0,No
60,50,54,91,3,66,9,0,No
62,67,40,88,8,73,6,0,No
59,47,89,56,3,57,9,0,No
63,81,86,79,8,57,10,3,No
67,77,47,80,8,58,7,3,No
58,87,70,94,7,60,10,3,No
88,65,50,95,3,58,8,0,No
77,64,56,86,11,65,9,2,No
52,45,66,70,5,68,5,3,No
69,83,99,83,4,63,10,3,No
55,91,70,95,3,50,10,2,No
76,61,66,70,1,66,6,0,No
51,73,53,89,12,60,8,0,No
78,52,90,69,2,58,10,3,No
87,70,98,83,3,53,7,0,No
52,72,62,57,1,54,10,1,No
65,78,95,81,0,55,7,0,No
79,70,44,79,18,73,6,6,Yes
89,57,69,78,7,65,9,0,No
51,88,73,54,2,62,10,0,No
66,81,86,79,5,75,9,0,Yes
90,57,58,61,1,51,10,0,No
61,82,96,88,8,50,8,1,No
84,69,70,76,6,55,9,0,No
92,91,55,62,14,85,6,3,Yes
50,67,84,96,2,68,9,0,No
94,66,66,59,9,61,8,0,No
64,65,65,85,6,62,7,0,No
75,98,78,80,4,50,10,4,Yes
86,74,68,65,9,60,8,0,No
70,55,88,88,5,57,7,1,No
98,48,90,94,12,79,7,4,Yes
80,77,96,85,9,67,6,2,No
74,91,78,75,5,54,8,3,No
72,56,83,93,10,56,10,2,No
73,53,84,69,7,75,5,2,No
87,76,68,83,5,63,10,1,No
77,55,84,86,11,61,10,2,No
70,81,85,57,11,81,4,4,Yes
92,68,86,53,3,70,8,0,No
67,51,70,78,2,57,9,0,No
85,52,41,80,7,55,9,0,No
84,77,45,51,6,80,6,1,No
94,69,48,74,6,72,7,1,No
58,45,54,87,1,59,7,3,No
87,47,59,52,7,54,8,1,No
79,84,87,95,9,73,10,4,Yes
93,72,97,91,1,50,10,0,No
83,87,41,92,6,72,3,0,No
81,77,42,54,5,70,8,4,Yes
52,90,94,71,8,61,9,2,No
52,45,91,65,7,72,8,0,No
77,82,94,58,11,66,7,4,Yes
93,97,92,97,7,77,8,5,Yes
64,71,69,58,9,64,10,0,No
90,82,47,98,1,68,9,1,No
72,79,79,61,14,100,0,1,Yes
89,54,60,96,3,55,9,0,No
60,56,78,91,0,50,9,0,No
97,54,82,53,4,65,7,0,No
81,98,93,98,16,81,7,6,Yes
85,78,52,67,11,62,5,2,No
82,68,79,67,16,75,10,3,Yes
73,72,80,91,8,60,10,3,No
88,66,87,92,14,58,10,5,Yes
83,89,76,82,6,68,7,1,No
77,60,94,91,0,60,10,1,No
86,57,71,52,8,57,8,2,No
56,80,53,87,7,58,10,4,Yes
53,80,40,66,9,65,10,0,No
86,87,66,61,12,71,7,1,No
50,67,63,60,7,52,10,4,Yes
50,58,90,66,4,57,10,0,No
96,76,88,84,8,79,6,4,Yes
69,47,61,90,8,74,7,4,Yes
68,71,53,99,0,56,8,0,No
78,63,84,55,3,74,8,1,No
59,66,47,84,16,74,7,5,Yes
67,45,66,55,3,59,8,1,No
77,49,42,81,9,71,10,0,No
84,93,72,60,6,68,8,3,No
92,77,90,92,7,80,6,1,Yes
96,95,86,88,0,50,10,0,No
80,63,60,62,10,77,6,0,No
76,80,98,62,5,62,9,1,No
60,95,71,88,0,50,10,0,No
98,50,79,95,0,63,8,0,No
98,59,80,83,8,63,3,1,No
87,80,84,52,4,77,8,0,No
54,77,83,81,2,54,10,3,No
57,68,80,53,4,58,10,0,No
83,71,71,89,0,61,10,1,No
97,93,91,50,1,50,8,0,No
61,55,63,58,9,79,5,8,Yes
87,93,50,98,11,82,8,5,Yes
50,67,76,99,8,75,6,5,Yes
80,77,90,56,10,71,10,5,Yes
53,85,60,76,9,75,8,3,No
98,90,57,52,16,78,8,5,Yes
94,91,50,71,12,80,7,3,Yes
99,73,66,65,8,86,6,3,Yes
54,75,82,57,14,73,9,3,No
79,45,77,54,8,65,10,3,No
73,78,40,98,10,68,9,0,No
52,62,93,79,3,51,9,1,No
60,62,68,77,6,67,4,0,No
94,50,60,76,1,50,9,2,No
53,96,68,99,0,72,7,0,No
75,84,48,71,0,73,8,0,No
76,45,46,79,4,55,10,1,No
95,91,77,86,16,65,5,2,No
92,86,70,56,11,80,6,3,Yes
76,74,66,99,11,56,8,5,Yes
91,48,99,79,2,53,7,0,No
99,76,94,62,10,59,10,1,No
55,54,81,71,15,79,8,3,No
64,87,71,60,11,75,7,5,Yes
79,49,44,54,4,66,9,1,No
91,53,72,71,0,58,10,0,No
86,49,54,64,0,66,9,1,No
86,55,96,88,10,70,4,0,No
91,79,44,86,9,83,7,4,Yes
86,71,59,80,16,85,7,6,Yes
84,48,77,78,6,57,7,0,No
72,54,76,88,0,56,9,0,No
55,83,56,66,5,62,10,0,No
53,77,89,90,6,56,9,4,Yes
67,82,43,55,5,75,10,5,Yes
58,52,95,90,5,72,8,0,No
98,93,60,66,11,67,8,4,Yes
78,68,94,83,0,64,5,0,No
62,83,73,72,3,58,6,0,No
96,77,79,79,14,83,4,2,Yes
66,85,44,62,15,73,9,4,Yes
94,87,43,79,2,50,9,0,No
81,63,96,98,0,50,7,2,No
97,46,61,69,10,82,6,4,Yes
71,99,53,55,18,76,7,5,Yes
53,55,43,80,6,69,6,2,No
54,79,47,68,7,65,9,1,No
86,61,42,55,3,50,10,0,No
90,86,85,83,13,61,6,3,No
98,47,68,77,5,75,8,0,Yes
62,66,65,62,14,84,4,5,Yes
83,79,89,59,9,55,10,0,No
94,65,94,90,9,80,4,3,Yes
71,69,69,94,2,56,5,0,No
72,83,51,56,3,64,9,3,No
52,46,54,67,1,60,7,1,No
91,45,91,71,6,72,10,0,No
83,51,91,63,12,80,4,4,Yes
81,64,97,85,11,67,5,0,No
94,87,80,57,6,77,7,0,Yes
98,99,41,61,0,73,3,0,No
70,50,40,89,2,65,5,2,No
95,99,86,97,10,59,7,1,No
93,80,94,82,9,73,5,2,No
70,95,86,73,17,72,6,7,Yes
93,65,67,91,15,71,6,4,Yes
60,95,79,88,11,62,6,3,No
88,90,74,63,5,79,8,3,Yes
53,79,73,98,8,67,8,2,No
50,80,43,54,9,82,6,1,No
77,52,57,68,13,80,6,5,Yes
73,94,51,52,3,55,9,1,No
84,48,89,50,11,63,8,3,No
62,87,60,89,10,68,9,3,No
96,60,49,90,5,65,10,1,No
83,47,60,86,13,69,10,0,No
60,51,79,82,0,71,10,0,No
85,46,64,98,17,78,5,6,Yes
66,45,89,95,12,75,6,0,Yes
84,45,56,66,5,54,10,1,No
67,82,90,58,5,50,8,4,Yes
89,95,45,80,9,78,7,3,Yes
71,51,53,84,2,52,10,0,No
73,68,76,52,5,62,10,2,No
68,49,79,62,9,68,6,0,No
86,65,79,86,4,65,5,1,No
88,72,57,87,12,67,4,7,Yes
70,62,69,63,5,57,9,2,No
57,68,48,55,11,66,7,3,No
77,76,53,78,14,57,9,4,Yes
54,89,85,98,2,66,7,3,No
66,77,91,58,0,65,7,0,No
86,54,85,85,7,71,6,2,No
85,53,56,72,8,69,8,4,Yes
68,93,73,64,1,72,10,0,No
76,77,85,99,15,87,1,6,Yes
83,77,98,96,6,76,6,1,Yes
60,51,61,99,8,67,6,2,No
94,48,92,56,3,62,9,0,No
96,72,71,96,0,61,8,3,No
61,67,51,74,12,65,10,3,No
70,97,94,86,3,65,10,3,No
60,76,96,72,10,71,6,2,No
88,88,55,60,4,73,8,0,No
77,60,61,95,5,79,9,3,Yes
54,90,77,57,6,69,7,2,No
66,99,89,85,8,75,7,1,Yes
69,54,78,91,2,62,7,0,No
90,58,41,88,10,78,6,7,Yes
95,83,84,50,13,81,7,3,Yes
61,80,94,93,13,87,7,5,Yes
55,78,47,62,4,50,10,0,No
66,68,83,65,1,67,8,0,No
68,62,40,95,7,64,6,5,Yes
75,60,80,62,8,73,6,2,No
97,85,79,86,10,75,9,3,Yes
93,81,80,63,16,68,10,8,Yes
93,85,44,62,9,52,9,0,No
81,69,84,95,17,80,7,3,Yes
55,52,85,61,9,65,8,2,No
85,68,75,77,12,79,7,3,Yes
87,64,56,71,7,65,3,3,No
60,92,80,69,6,73,5,1,No
82,74,69,96,4,67,9,0,No
73,64,91,68,7,53,10,4,Yes
72,62,54,60,11,71,9,2,No
64,48,59,79,4,64,8,2,No
76,92,75,75,6,63,6,1,No
60,80,41,64,1,67,8,0,No
99,50,99,79,10,61,10,6,Yes
66,47,98,78,0,75,8,0,No
63,62,84,81,8,54,6,4,Yes
76,91,43,79,9,55,7,1,No
67,84,89,93,6,72,6,0,No
77,62,63,65,12,94,2,3,No
96,67,87,85,16,70,7,4,Yes
96,79,94,67,0,65,10,1,No
53,50,98,90,0,71,5,1,No
56,98,81,97,10,68,9,6,Yes
94,70,41,88,16,71,8,6,Yes
84,65,85,77,0,73,6,3,No
97,68,41,68,10,73,8,5,Yes
58,59,89,60,0,66,7,0,No
57,71,40,66,0,50,10,2,No
94,76,52,70,18,82,10,6,Yes
66,56,45,86,8,78,10,3,No
66,49,61,93,0,65,4,0,No
98,51,56,83,6,71,7,1,No
82,66,98,82,3,79,6,0,No
81,71,88,78,5,71,9,0,No
57,59,61,53,4,76,9,0,No
68,83,82,81,8,76,8,2,Yes
87,89,45,60,11,65,9,1,No
52,79,91,75,3,66,6,1,No
54,70,42,67,2,68,10,0,No
62,67,85,81,8,50,8,0,No
96,57,96,76,4,66,5,2,No
95,70,45,65,4,76,3,1,No
80,47,56,59,6,57,8,1,No
65,73,74,93,7,56,10,0,No
99,46,88,83,5,68,6,1,No
81,72,90,82,12,61,10,4,Yes
71,67,89,59,9,80,5,3,Yes
78,80,76,91,17,72,6,6,Yes
71,93,86,75,6,73,4,4,Yes
92,50,74,91,10,61,10,0,No
52,55,62,74,12,92,4,0,No
59,82,47,51,2,84,7,0,No
91,98,46,75,7,78,7,0,Yes
70,78,89,69,13,66,7,3,No
65,61,49,52,9,68,8,2,No
61,47,65,81,5,50,10,6,Yes
51,88,94,50,0,73,9,0,No
90,90,49,73,2,63,6,0,No
73,78,58,99,5,64,6,0,No
84,66,62,92,3,54,10,3,No
79,73,70,93,3,73,7,2,No
79,98,72,82,0,65,9,0,No
96,73,41,87,1,61,7,0,No
84,49,67,97,2,66,6,2,No
68,54,97,84,6,85,5,5,Yes
99,54,71,66,5,56,8,0,No
57,97,72,97,7,54,9,0,No
75,53,48,92,6,58,10,0,No
98,65,68,97,0,72,8,0,No
89,57,54,93,12,75,5,5,Yes
56,54,57,82,9,61,8,0,No
79,82,57,60,8,73,6,0,No
56,55,93,72,2,57,5,0,No
52,48,46,87,11,73,7,3,No
50,90,53,81,1,66,5,1,No
85,75,68,68,12,66,9,4,Yes
74,93,89,61,4,50,9,3,No
86,96,91,77,15,77,7,10,Yes
50,78,58,51,8,66,7,3,No
64,86,44,59,11,65,9,5,Yes
86,79,80,68,9,71,10,4,Yes
62,83,89,77,9,75,5,2,Yes
89,83,84,96,8,50,10,1,No
57,77,44,57,1,62,10,1,No
54,52,95,92,10,69,10,3,No
58,76,93,72,5,61,10,1,No
50,99,91,97,7,74,7,1,No
85,77,54,94,0,50,10,3,No
84,52,65,79,5,50,8,2,No
51,90,63,77,9,53,7,2,No
89,58,58,62,15,82,6,6,Yes
72,78,59,86,7,62,8,4,Yes
58,52,82,61,3,61,8,0,No
83,95,48,59,5,82,7,0,Yes
95,86,92,66,5,69,7,0,No
63,51,93,50,14,84,9,1,No
53,57,67,71,0,59,10,2,No
79,98,55,64,6,50,6,0,No
80,65,50,65,14,72,6,4,Yes
87,91,73,69,14,66,8,4,Yes
60,76,64,59,18,70,10,5,Yes
84,55,79,91,12,76,6,5,Yes
57,58,94,75,6,50,10,2,No
52,55,96,98,8,61,5,0,No
63,46,60,72,0,56,8,2,No
62,78,44,66,6,72,9,0,No
94,88,50,83,4,85,8,0,No
81,91,82,90,15,54,10,5,Yes
83,61,48,71,0,61,10,0,No
94,58,50,53,6,63,10,4,Yes
68,69,76,56,1,63,8,0,No
87,92,80,54,13,99,5,3,Yes
65,71,40,80,7,53,10,1,No
51,52,65,68,5,59,10,3,No
89,61,49,53,1,74,6,1,No
66,49,98,99,12,76,7,1,Yes
83,56,79,71,2,70,8,3,No
91,82,58,52,6,62,10,0,No
65,62,55,72,6,76,8,1,No
87,70,84,53,10,79,5,3,Yes
51,75,95,95,4,68,9,2,No
51,81,76,73,13,93,9,6,Yes
75,50,89,63,6,69,5,1,No
62,85,80,98,15,79,10,1,Yes
96,59,43,90,3,59,8,0,No
80,86,53,52,10,74,6,0,No
83,93,69,96,5,68,7,1,No
88,70,46,70,7,74,7,1,No
52,95,51,75,0,64,8,3,No
57,56,63,50,12,76,7,5,Yes
72,85,78,79,14,70,4,8,Yes
63,91,82,53,13,80,8,5,Yes
76,58,61,63,11,73,10,3,No
78,45,86,67,19,76,4,6,Yes
88,61,69,61,8,60,9,1,No
88,77,99,87,16,84,4,4,Yes
50,99,78,91,7,75,5,1,Yes
66,73,59,85,10,69,9,6,Yes
90,97,65,65,13,60,10,2,No
79,98,88,50,0,75,7,1,No
62,89,44,52,6,79,8,0,No
70,75,79,88,6,90,1,1,Yes
68,52,81,84,5,50,7,1,No
68,74,45,64,3,60,6,1,No
74,57,92,87,7,60,10,3,No
71,60,73,65,8,50,10,1,No
80,46,97,66,1,62,10,1,No
66,89,99,83,7,69,8,0,No
72,62,44,59,5,64,5,0,No
81,79,49,60,14,58,7,3,No
59,89,67,77,10,76,10,2,Yes
59,63,42,76,2,50,7,0,No
85,57,52,87,11,81,4,1,Yes
57,95,87,67,7,77,6,3,Yes
69,48,86,96,6,70,10,0,No
81,63,41,97,2,58,10,2,No
99,94,74,79,10,71,8,4,Yes
63,69,91,62,11,65,9,0,No
99,82,89,65,7,73,7,3,No
77,95,91,51,16,90,5,5,Yes
95,75,91,69,13,86,7,2,Yes
73,80,86,61,3,63,8,0,No
64,48,93,78,6,80,10,3,Yes
71,83,67,95,0,63,5,2,No
79,51,76,57,1,50,7,0,No
53,99,62,87,0,73,7,1,No
62,60,82,95,0,62,6,0,No
72,92,62,96,6,71,10,0,No
57,49,74,69,4,60,9,6,Yes
67,91,80,84,9,82,8,7,Yes
61,67,78,88,1,54,8,0,No
80,80,94,80,12,84,3,4,Yes
63,76,71,65,5,55,10,4,Yes
83,68,41,72,9,72,8,1,No
67,69,86,83,0,74,10,1,No
83,89,83,81,8,83,6,5,Yes
60,72,87,66,10,79,7,6,Yes
90,63,97,92,0,71,10,0,No
61,51,55,73,5,74,7,0,No
98,88,55,84,5,61,8,5,Yes
64,85,90,72,15,80,4,4,Yes
80,61,42,57,0,63,9,0,No
98,46,67,72,18,89,4,4,Yes
78,60,68,70,13,85,8,0,No
75,83,93,68,8,69,9,2,No
67,62,59,80,0,59,6,0,No
81,83,75,99,5,76,5,1,Yes
71,45,72,56,9,67,8,3,No
87,47,61,97,7,78,4,0,Yes
66,65,47,73,1,62,9,0,No
72,74,95,95,12,67,7,2,No
73,55,86,57,5,61,7,4,Yes
99,66,63,62,9,50,10,1,No
57,91,92,52,12,71,6,0,No
90,69,97,83,12,78,10,8,Yes
55,47,93,62,10,96,8,6,Yes
54,74,76,81,9,63,10,4,Yes
93,68,59,84,4,61,7,2,No
78,89,51,70,8,61,8,3,No
77,80,59,50,14,66,10,2,No
60,67,59,51,0,66,8,1,No
50,98,43,91,1,57,8,0,No
92,52,69,92,9,62,10,1,No
68,98,70,75,7,71,7,0,No
58,48,61,52,0,66,10,0,No
76,94,54,73,11,64,9,2,No
83,83,77,75,10,81,6,0,Yes
93,87,76,57,22,99,0,9,Yes
53,75,67,96,7,74,7,3,No
85,73,50,86,18,83,8,4,Yes
67,80,53,57,12,50,8,2,No
64,57,50,67,0,52,6,3,No
62,85,48,67,7,53,10,0,No
68,53,63,61,5,74,6,0,No
98,99,49,85,9,79,4,3,Yes
55,65,77,89,1,65,10,0,No
97,95,82,51,13,70,8,5,Yes
61,47,80,69,3,60,10,0,No
86,69,76,52,13,100,3,3,Yes
66,69,81,89,11,79,6,0,Yes
72,56,71,93,5,64,10,4,Yes
75,73,59,83,4,69,7,0,No
78,55,53,98,3,50,5,0,No
82,96,77,95,9,75,6,4,Yes
76,55,43,95,8,65,8,3,No
74,93,63,55,6,71,9,0,No
59,70,71,89,4,55,9,4,Yes
96,97,94,59,11,89,5,3,Yes
72,58,92,73,11,62,7,4,Yes
70,60,49,67,7,64,10,0,No
70,54,93,82,6,55,10,2,No
92,75,82,88,9,62,5,2,No
62,75,55,56,0,59,10,0,No
86,80,78,94,7,67,5,0,No
82,54,71,97,0,58,10,0,No
73,70,57,93,4,69,8,0,No
93,64,64,78,3,87,8,1,No
60,88,46,68,2,60,10,1,No
66,53,95,87,1,56,6,4,Yes
53,59,92,88,17,91,6,7,Yes
96,53,86,74,7,58,10,0,No
74,51,90,66,12,88,8,5,Yes
79,70,57,86,11,53,7,4,Yes
58,68,86,52,9,79,5,0,No
70,56,57,73,9,60,10,3,No
69,64,42,67,17,67,8,5,Yes
68,58,40,98,8,72,9,2,No
68,66,72,75,0,69,8,0,No
61,60,46,70,5,72,5,1,No
86,73,49,60,2,55,10,0,No
91,76,83,90,1,70,10,2,No
66,63,98,66,8,60,8,0,No
86,99,47,94,0,57,9,0,No
97,79,93,87,9,63,4,4,Yes
88,87,71,70,0,58,8,1,No
77,76,62,53,6,61,9,2,No
90,99,56,81,13,75,6,2,Yes
84,97,53,67,5,51,8,1,No
96,64,56,93,2,68,6,1,No
97,95,64,77,7,62,5,1,No
67,84,60,85,10,59,10,2,No
63,64,94,86,7,77,8,2,Yes
84,52,45,93,6,85,7,0,No
93,79,59,99,4,70,6,2,No
90,86,88,75,6,68,6,1,No
56,57,59,98,9,65,8,3,No
90,85,97,73,8,55,6,1,No
62,50,65,59,6,72,8,1,No
67,91,71,87,6,50,9,1,No
86,60,47,98,1,66,9,0,No
62,49,84,57,15,58,6,5,Yes
85,97,87,51,13,75,7,6,Yes
80,89,83,93,9,82,6,3,Yes
51,95,98,84,6,70,8,3,No
65,78,68,70,14,85,4,3,Yes
58,50,56,76,1,76,5,0,No
58,77,57,72,10,70,5,0,No
87,59,79,81,7,86,1,3,Yes
60,59,57,75,4,61,10,2,No
71,58,50,56,5,55,10,0,No
82,83,84,82,14,64,9,3,No
85,49,51,66,0,70,10,4,Yes
94,96,54,57,17,75,5,8,Yes
72,70,65,91,12,68,7,4,Yes
94,92,96,66,9,76,7,1,Yes
94,61,42,97,6,50,9,0,No
83,87,42,91,8,94,7,3,Yes
58,91,77,96,9,57,10,3,No
73,96,74,97,14,80,8,7,Yes
57,60,48,67,8,73,10,3,No
56,79,82,85,8,67,6,7,Yes
85,82,79,88,8,79,4,0,Yes
67,97,43,93,0,68,7,0,No
52,67,93,72,0,59,9,2,No
77,57,95,61,12,78,9,2,Yes
55,77,59,72,8,50,10,5,Yes
93,73,54,82,12,68,6,7,Yes
93,97,68,77,13,79,3,4,Yes
70,90,44,93,11,64,7,6,Yes
77,78,78,72,12,71,9,5,Yes
89,78,79,56,4,62,6,0,No
50,71,46,96,8,51,10,3,No
85,59,47,51,9,78,9,3,No
70,94,71,50,14,75,3,0,Yes
92,53,75,53,0,50,10,0,No
84,70,72,57,19,97,8,5,Yes
62,47,93,98,9,71,5,5,Yes
98,80,76,78,10,72,10,3,No
59,91,71,67,2,61,8,1,No
93,49,82,86,5,84,7,0,Yes
96,64,75,80,9,78,3,1,Yes
59,64,73,55,14,67,7,5,Yes
95,49,88,93,14,53,9,5,Yes
62,54,64,73,8,75,9,1,No
86,60,83,97,10,69,7,3,No
87,69,71,90,8,64,7,4,Yes
73,88,41,64,2,61,6,0,No
51,69,48,89,2,50,9,0,No
71,74,77,61,12,73,7,7,Yes
66,58,68,95,9,67,9,2,No
85,66,77,98,4,60,7,0,No
63,87,57,63,3,64,7,0,No
59,72,61,76,9,85,9,5,Yes
84,74,74,86,6,63,10,3,No
74,63,54,62,2,75,9,5,Yes
52,82,46,87,8,70,4,2,No
96,86,52,95,12,85,4,5,Yes
87,64,81,87,2,61,9,1,No
66,79,75,52,5,56,9,3,No
61,66,55,65,10,91,4,0,No
73,59,80,61,14,84,7,2,No
78,55,60,63,8,82,7,0,No
92,98,67,83,6,72,8,2,No
74,78,49,99,3,64,7,0,No
85,68,58,80,7,77,5,1,Yes
75,50,56,88,6,72,9,2,No
87,61,40,54,0,55,10,0,No
50,72,52,61,0,65,6,0,No
69,94,75,75,0,57,9,1,No
77,75,86,66,7,54,8,2,No
65,80,97,93,12,71,6,2,No
96,99,81,60,14,68,8,4,Yes
66,53,59,82,0,81,5,0,No
89,54,80,90,2,51,9,1,No
77,65,79,89,0,56,10,0,No
61,78,91,95,7,61,9,1,No
76,75,45,53,12,80,9,2,No
91,73,62,81,13,76,6,4,Yes
96,87,81,80,5,84,5,0,Yes
79,87,63,60,8,83,7,3,Yes
90,55,91,66,3,64,4,0,No
83,77,88,76,8,57,7,0,No
86,90,44,57,5,69,9,4,Yes
55,45,71,70,2,64,9,0,No
56,65,85,82,0,50,9,0,No
81,67,56,99,0,58,9,0,No
81,53,50,54,4,66,7,0,No
74,45,66,81,7,67,10,2,No
82,65,43,74,8,58,10,4,Yes
56,66,62,57,0,60,6,0,No
61,98,62,76,0,59,6,4,Yes
65,48,88,75,5,70,10,1,No
65,45,96,89,0,51,9,1,No
92,95,73,78,7,79,9,1,Yes
85,54,60,58,1,66,6,1,No
62,59,61,67,0,50,8,0,No
56,96,40,56,13,76,6,4,Yes
85,80,71,91,10,70,8,5,Yes
96,73,67,70,8,67,8,0,No
58,96,57,65,12,57,6,3,No
81,90,46,52,8,65,6,0,No
60,49,93,81,3,57,8,3,No
57,73,77,59,14,70,7,4,Yes
82,91,45,81,17,86,7,8,Yes
72,91,53,57,3,56,9,5,Yes
74,71,69,81,8,90,3,0,Yes
57,69,94,99,7,92,6,0,Yes
94,60,97,53,12,76,6,1,Yes
71,60,83,78,1,50,10,0,No
53,80,85,61,13,60,8,5,Yes
89,69,53,86,3,68,7,0,No
52,85,83,85,6,64,7,3,No
78,45,80,68,0,53,10,3,No
90,49,48,86,4,64,6,2,No
78,85,70,96,2,50,8,0,No
83,64,41,80,2,86,5,1,No
83,49,57,93,10,76,8,2,Yes
77,80,44,75,7,83,6,0,No
62,73,65,94,16,86,6,6,Yes
64,92,62,55,6,74,8,4,Yes
72,78,51,78,3,54,7,0,No
93,92,53,66,6,50,10,2,No
75,62,99,69,6,76,9,5,Yes
53,46,52,91,6,66,10,2,No
75,60,74,95,4,86,10,0,No
89,73,86,96,1,57,10,3,No
58,77,54,59,11,71,9,3,No
54,60,74,55,11,68,6,3,No
81,79,91,97,5,78,8,4,Yes
69,91,58,81,15,51,10,6,Yes
99,87,54,51,6,70,5,2,No
60,86,90,59,12,65,10,5,Yes
64,61,47,86,1,62,9,1,No
81,48,62,76,18,94,7,4,Yes
77,93,52,90,0,50,10,0,No
71,48,62,68,0,50,7,3,No
90,95,70,90,20,99,1,4,Yes
66,69,69,65,0,56,9,3,No
75,77,81,69,6,61,6,3,No
93,58,41,85,4,59,10,0,No
56,68,50,54,6,50,7,0,No
91,55,64,67,8,84,8,0,No
75,69,68,57,6,80,7,3,No
74,72,61,62,11,54,10,4,Yes
59,51,58,90,12,69,6,1,No
94,93,48,59,6,50,10,0,No
68,80,80,85,0,68,8,2,No
60,54,77,68,2,68,10,3,No
62,93,68,80,9,59,10,3,No
57,80,49,85,7,63,7,1,No
89,75,61,78,12,86,7,2,Yes
53,63,63,94,15,74,9,4,Yes
96,62,47,72,8,62,8,3,No
80,93,86,81,6,76,8,1,Yes
77,50,45,98,2,63,10,0,No
60,72,46,60,5,78,5,1,No
92,51,59,51,11,81,5,3,No
50,82,56,81,3,70,5,4,Yes
98,56,75,54,10,61,10,1,No
96,85,47,80,3,76,6,0,No
87,94,99,62,8,68,10,0,No
73,78,52,71,0,61,8,0,No
96,69,63,84,5,50,5,0,No
80,61,85,68,14,67,9,5,Yes
90,97,89,78,10,61,9,2,No
95,77,70,72,7,72,7,3,No
99,67,62,68,9,78,6,4,Yes
75,53,56,65,8,65,10,1,No
98,50,89,80,9,70,7,2,No
99,46,85,65,8,67,7,0,No
54,82,63,75,1,79,2,0,No
69,53,82,52,0,50,10,0,No
90,47,49,72,10,59,9,0,No
60,60,70,58,0,57,9,1,No
82,69,84,73,9,72,9,2,No
99,68,59,82,13,68,9,2,No
87,91,55,63,3,50,7,1,No
76,73,53,77,4,71,6,1,No
83,88,42,73,7,84,7,3,Yes
64,99,69,92,3,50,10,0,No
81,84,57,99,3,67,4,0,No
70,70,98,56,4,75,6,1,No
95,82,45,87,4,69,10,0,No
54,79,59,93,9,80,0,5,Yes
55,67,74,74,6,62,3,5,Yes
87,48,58,51,0,51,9,0,No
71,86,65,94,16,89,6,7,Yes
67,58,74,50,4,68,7,0,No
63,97,51,72,7,69,9,3,No
59,91,47,96,4,66,10,0,No
95,83,96,89,8,53,10,3,No
62,51,96,67,1,55,5,0,No
80,52,76,96,0,62,7,0,No
79,86,88,57,6,83,6,0,Yes
52,95,49,83,14,63,5,9,Yes
79,63,60,92,9,62,9,0,No
55,46,88,57,11,77,8,2,No
78,91,80,78,5,50,5,3,No
57,45,84,62,1,59,9,4,Yes
93,86,81,50,6,54,10,5,Yes
94,82,68,78,11,93,3,0,Yes
92,98,70,99,14,82,6,6,Yes
93,57,79,86,6,57,10,2,No
82,86,46,50,1,62,7,1,No
66,88,73,93,12,62,10,2,No
97,68,73,54,13,63,6,5,Yes
60,76,69,97,9,56,8,4,Yes
62,74,43,99,13,66,7,4,Yes
99,50,80,51,0,64,8,2,No
60,82,69,96,2,74,8,0,No
80,77,64,71,7,56,7,3,No
77,88,53,79,2,53,8,0,No
93,99,63,60,14,97,3,5,Yes
55,67,82,78,0,61,9,0,No
90,54,70,91,13,70,9,4,Yes
65,90,92,52,3,55,8,3,No
53,59,78,94,12,65,6,4,Yes
84,67,67,62,3,63,7,0,No
97,80,64,52,0,71,9,0,No
75,45,58,59,6,55,5,3,No
61,52,43,53,9,67,7,3,No
60,47,73,63,0,78,5,1,No
86,58,71,72,15,60,7,1,No
74,61,64,66,13,86,7,2,No
67,78,94,50,6,87,6,5,Yes
68,91,61,64,9,69,6,6,Yes
72,50,92,51,6,79,7,3,No
87,49,67,67,10,51,10,5,Yes
67,90,94,88,12,69,10,0,No
75,95,90,71,0,71,8,1,No
55,85,92,77,15,61,7,0,No
53,84,57,79,12,85,9,6,Yes
93,73,92,62,3,88,9,2,No
78,79,46,52,15,68,10,3,No
83,62,50,52,16,83,8,4,Yes
66,84,81,94,0,70,9,1,No
92,92,50,75,12,88,1,3,Yes
92,74,94,53,12,61,10,1,No
65,59,48,65,8,61,8,6,Yes
